,subject,title,sentiment
13,intel,lenovo thinkpad x13 gen 3i unleashed with intel alder lake processors and dual thunderbolt 4 ports  notebookchecknet,0
14,intel,intel core i912900hk review  techspot,0
15,intel,intel to build german factories add sites in france and italy  the bulletin,1
16,intel,intel to acquire tower semiconductor for 54 billion  investor relations  intel corporation intc,1
17,intel,intel and qualcomm are gaining new fans  barrons,1
18,intel,smuggler tapes 160 intel cpus to body gets busted entering china  toms hardware,0
19,intel,acer swift x 16 laptop with intel arc gpu costs 1249 arrives in june  toms hardware,0
20,intel,semiconductor watchlist intel amd marvel  thestreet,0
21,intel,latest notre dame offseason intel heading into spring practice  sports illustrated,0
22,intel,aurora in a socket what intels falcon shores xpu might do  the next platform,0
0,mozilla,disney and pixars turning red movie browser wallpapers only available on firefox for android and ios  mozilla  firefox,0
1,mozilla,mozilla removes yandex mailru search options from firefox  pcmag,0
2,mozilla,is firefox ok  wired,0
3,mozilla,if youre using mozilla firefox update your browser now for critical security protection  cnet,0
4,mozilla,mozilla the pandemic expanded our appetite for these browser extensions  pcmag,0
5,mozilla,mozilla and the eff publish letter about the danger of article 452  mozilla  firefox,0
6,mozilla,latest firefox relay includes bigger attachment size and filters for promotional emails  mozilla  firefox,1
7,mozilla,mozilla releases security update for mozilla vpn  cisa  uscert,0
8,mozilla,apple google microsoft and mozilla aim for a more consistent web  computerworld,1
9,mozilla,mozilla releases security update for thunderbird  cisa  uscert,0
10,mozilla,everything you need to know about mozilla and meta facebook working together  its foss news,0
11,mozilla,mozilla firefox might borrow microsoft edges best feature  muo  makeuseof,0
12,mozilla,mozilla introduces pictureinpicture feature that can handle your 9team march madness parlay  next tv,1
13,mozilla,mdn plus mozilla plans to launch premium developer service  ghacks,1
0,disney,disney lgbtq employees plan walkout over florida bill  los angeles times,-1
1,disney,after walt disney robert iger heads to the metaverse  the wall street journal,0
2,disney,disney world and its rivals take steps to solve their biggest problem  the motley fool,0
3,disney,disneys galactic struggle to fill star wars hotel  with rooms up to 20k a night  new york post,-1
4,disney,spring break crowds absolutely overwhelm and flood disney park  inside the magic,-1
5,disney,popular disney experience closing forever  thestreet,-1
6,disney,traveling to disney parks during covid19 what you need to know before you go  kitv honolulu,0
7,disney,disney breaks boundaries iconic princess may no longer be played by a white performer  inside the magic,0
8,disney,new tower coming to polynesian village resort  disney tourist blog,0
9,disney,internet debates disney adults after woman crying in disney goes viral  newsweek,0
10,disney,lightning lane attractions disappear from disney genie while parks hit capacity  inside the magic,0
11,disney,disney announces return of one of its most expensive and elite experiences  inside the magic,1
12,disney,tornado warning issued for walt disney world area  wdw news today,-1
13,disney,is a ukraine pavilion coming to epcot at disney world  snopescom,0
14,disney,guests claim they were shamefully denied entry to disney by arrogant cast member  inside the magic,-1
15,disney,fanfavorite disney experience finally returns after pandemic disappearance  inside the magic,1
16,disney,disney drops skyliner mask requirement for vaccinated guests  orlando sentinel,0
17,disney,elderly couple tragically denied entrance to disney park  inside the magic,-1
18,disney,new spring dishes and treats announced for walt disney world resort  wdw news today,0
19,disney,niles universal disney aim to make 2023 a big year for theme park fans  east bay times,1
20,disney,disney pauses all business in russia  hollywood reporter,-1
21,disney,new behindthescenes video previews walt disney theatre and stage shows aboard disney wish  wdw news today,0
22,disney,inside the magical world of disney super runners  cnn,0
23,disney,desantis disney and 2024  national review,0
24,disney,disney shutting down multiple attractions in same land  inside the magic,-1
25,disney,comments for entire disney world park shuts down because of one guest  inside the magic,-1
26,disney,review  disney villainous bigger and badder board game delivers  polygon,0
27,disney,disney recommends 5 of the 7 marvel shows coming from netflix  the direct,0
28,disney,this is disney worlds most budgetfriendly hotel for large families  the points guy,0
29,disney,disneys spirit of aloha dinner show is permanently closing  inside the magic,-1
30,disney,disney plus reveals ms marvel release date and first trailer that teases changes  toms guide,0
31,disney,disney seemingly swaps free guest service for costly genie system  inside the magic,0
32,disney,walt disney microsoft share gains contribute to dows 615point rally  marketwatch,1
33,disney,former disney performer claims she was rejected due to her eyes  popcrush,-1
34,disney,guests exposed to creepy offlimits area during disney ride malfunction  inside the magic,-1
35,disney,disneys snow white set catches fire at pinewood studios  variety,-1
36,disney,disney springs swirls on the water restaurant has a dole whip flight  elite daily,0
37,disney,disney launches new business to develop residential communities  the walt disney company,1
38,disney,disney ceo makes it clear a big price increase is coming heres when  thestreet,0
0,ikea,this building can be flatpacked like an ikea bookshelf and moved to a  fast company,0
1,ikea,ikea expanding lineup of homekit smart shades with two new options  9to5mac,1
2,ikea,why apple disney ikea and hundreds of other western companies are abandoning russia with barely a shrug  technically,-1
3,ikea,why a cheap ikea kitchen is actually expensive  lifehacker,-1
4,ikea,ikea temporarily closes stores in russia flags bigger price hikes  reuters,-1
5,ikea,ikea uses augmented reality to create customizable showrooms  adweek,0
6,ikea,romanian activists risk their lives to protect old growth forests from companies like ikea  kalw,-1
7,ikea,no ikea shelves no levis the retailers pulling out of russia  the new york times,-1
8,ikea,the end of an era ikea russias middle class and the new cold war  financial times,-1
9,ikea,the best ikea desks to upgrade your wfh setup  popsugar,0
10,ikea,best ikea alternatives at amazon  cbs news,0
11,ikea,ikea clothes rack review affordable clothing storage  insider,0
12,ikea,russiaukraine war shoppers panic buy as ikea shuts stores  house beautiful,-1
13,ikea,supplychain problems not for tesla apple and ikea  barrons,1
14,ikea,ikea opens first high street mall and ikea store in uk eyes london spending spree  reuters,1
15,ikea,ikea headboard hacks  how to create a bespoke headboard on a budget  livingetc,0
16,ikea,ikea space unfolded popup provides shoppers with arpowered design experience  retail touchpoints,0
17,ikea,the best office chairs at ikea  creative bloq,0
18,ikea,shanghai regulator fines ikea 30000 yuan for using unqualified special equipment  global times,-1
19,ikea,the high cost of ikea furniture  the new republic,-1
20,ikea,apple ikea among companies russia is considering nationalizing  the jerusalem post,-1
21,ikea,old ikea furniture is getting flipped for hundreds even thousands of dollars in the bay area  sf gate,0
22,ikea,woman uses ikea bag to carry stranded swan back to his mate  the sun,0
23,ikea,ikea explains religious deconstruction  sojourners,0
24,ikea,ukraine refugee crisis ikea foundation donates millions  fast company,1
25,ikea,ikea singapore has kids eat free promo new jurong menu  waffle day specials this march  confirm good,1
26,ikea,this kallax unit has been turned into a dreamy scandiinspired cabinet  ideal home,0
0,samsung,samsung says hackers breached company data galaxy source code  bloomberg,-1
1,samsung,galaxy s22s one ui 41 comes to wide range of galaxy devices starting with the galaxy z fold3 and galaxy z flip3  samsung global newsroom,0
2,samsung,samsungs galaxy a33 leaks in full before its awesome launch  the verge,0
3,samsung,samsung ceo apologises for galaxy s22 app throttling controversy  zdnet,-1
4,samsung,samsung galaxy tab s8 review  pcmag,0
5,samsung,invitation galaxy a event democratizing the latest galaxy innovations for all  samsung,0
6,samsung,samsung advances smart hospital experience with new connected tv and mobile digital health solutions at himss 2022  samsung us newsroom  samsung,1
7,samsung,best thin cases for samsung galaxy s22 in 2022  android central,0
8,samsung,excellent samsung galaxy watch 4 classic makes for killer new deal with 1year warranty  phonearena,1
9,samsung,hurry best buy just slashed 100 off this 50inch samsung tv  toms guide,0
10,samsung,this best selling samsung smart washer and dryer pair is 1000 off right now  cbs news,0
11,samsung,samsung galaxy z fold 3 5g includes an s pen folio case 349 off 2022 low  9to5toys,0
12,samsung,samsung unveils its 2022 neo qled and lifestyle tvs with nextgeneration picture quality and cuttingedge personalisation options  samsung newsroom australia,0
13,samsung,samsung galaxy book pro 360 5g review an excellent coffee shop pc  pcworld,1
14,samsung,galaxy z flip4 leaks reveal early details of samsungs more affordable foldable phone  notebookchecknet,0
15,samsung,samsung elec sees strong year for chip and components unit  ceo  reuters,1
16,samsung,samsung coceo doesnt rule out russia withdrawal  the wall street journal,0
17,samsung,samsung galaxy xcover pro 2 spotted on geekbench  screen rant  screen rant,0
18,samsung,samsung galaxy book 2 pro vs macbook air whats the better laptop  xda developers,0
19,samsung,war in ukraine samsung suspends shipments of phones chips  bloomberg,-1
20,samsung,new samsung galaxy watch 5 leak is good news for allday wearers  screen rant,1
0,verizon,verizon enriches the mobile endpoint with verizon mobile for microsoft teams  verizon,0
1,verizon,us dept of defense awards verizon nearly 1 billion in new business  verizon,1
2,verizon,verizon makes fios free for lowincome customers through federal program  the verge,1
3,verizon,verizon has an extreme network for an extreme world  verizon,0
4,verizon,mareks take will verizons play service triumph  fiercewireless,0
5,verizon,verizon business expands bluejeans telehealth for datadriven virtual care  verizon,1
6,verizon,verizon gains zoning approval for planned data center in georgia  datacenterdynamics,1
7,verizon,verizon to offer ar game with 30 ninjas  mobile world live,0
8,verizon,verizon selects oregon site for its drone and robotics test facility  dronedj,0
9,verizon,verizons wireless internet service now covers 30 million homes and 2 million businesses  verizon,1
10,verizon,att dt verizon led carrier capex surge in 2021  sdxcentral,0
11,verizon,verizon waives calling charges to ukraine  about verizon  verizon,1
12,verizon,verizon expands humanitarian crisis relief  about verizon  verizon,1
13,verizon,verizon 5g ultra wideband expected to cover 175 million people by the end of 2022  verizon news,1
14,verizon,keep your valuables safe  about verizon  verizon,0
15,verizon,verizon confirms intermittent issues impacted customer phone calls  new york post,-1
16,verizon,how verizons attie muse became a realtime payments pioneer  american banker,1
17,verizon,apples iphone 13 in green is just 10 a month with this epic deal at verizon  techradar,0
18,verizon,audi of america  verizon,0
19,verizon,what to know before you go  about verizon  verizon,0
20,verizon,verizon expands callingtextingdata relief to ukraine  additional countries  verizon,1
21,verizon,verizon small business essentials and 1800accountant support small businesses during this years complicated tax season  pr newswire,0
22,verizon,the metaverse is here  about verizon  verizon,0
23,verizon,verizon protects over 80 million customers from more than 20 billion unwanted calls  verizon,1
24,verizon,join verizon and the paley center for media for a conversation on leading through change  verizon,0
25,verizon,cozy up to our cloud  about verizon  verizon,0
0,spectrum,what channel is trutv for fios dish directv spectrum xfinity how to watch march madness games on network  sports illustrated,0
1,spectrum,spectrum expanding broadband in area  business  mycouriertribunecom,1
2,spectrum,spectrum health msu partner to identify current and future covid19 variants  mlivecom,0
3,spectrum,spectrum plans on hiring candidates for 350 new positions  wis news 10,1
4,spectrum,spectrum cable tv fees going up soon for customers  wxxi news,-1
5,spectrum,buffalo esports gaming lounge opens its doors  university at buffalo the spectrum,0
6,spectrum,sports reporter jesse macwilliam leaving spectrum news albany  times union,0
7,spectrum,autism spectrum disorder parahippocampal patterns  physicians weekly,0
8,spectrum,spectrum chemical launches new biocertified products  biopharm international,0
9,spectrum,spectrum to increase internet speed in binghamton  wivt  newschannel 34,1
10,spectrum,espn will utilize second spectrum tech for data centric womens final four feed  awful announcing,0
0,walmart,walmart launches zeekit virtual fitting room technology  walmart corporate,0
1,walmart,walmart global tech accelerates expansion with plans to hire thousands of technologists and add new locations  walmart corporate,1
2,walmart,texas magician uses quickchange trick to steal nearly 3k from walmart  westernslopenow,-1
3,walmart,police investigate threat against liberty walmart employees  wytv,-1
4,walmart,accelerating associate opportunity through growth wellbeing inclusion and digital  walmart corporate,1
5,walmart,nevada woman possibly kidnapped from walmart parking lot deputies say  arizonas family,-1
6,walmart,walmart introduces luxury brands with beautyspace nk  peoplecom  people,0
7,walmart,walmart hiring 50k associates for its us operations in q1  grocery dive,1
8,walmart,brace for amazon walmart order delays trade official warns  business insider,-1
9,walmart,lebanons walmart turns 30 a community reflects  local  gazettetimescom  corvallis gazettetimes,0
10,walmart,retail notes walmart remodeling in arlington  jacksonville daily record,0
11,walmart,walmart distribution center catches fire near indianapolis airport  fox 59 indianapolis,-1
12,walmart,boone walmart wins national leadership award for community service  watauga democrat,1
13,walmart,designer brandon maxwell has a new collaboration with walmart  oprah mag,0
14,walmart,walmart mexico plans to double its 2 million mobile phone users in 2022  pymntscom,1
15,walmart,walmart chief legal officer promotes worklife balance  nrf news,1
16,walmart,walmarts 9th annual open call application period is open for all entrepreneurs with products made grown or assembled in the us  walmart corporate,0
17,walmart,how to get spotify premium for free thanks to walmart  digital trends,0
18,walmart,xbox series x in stock for walmart plus members  gamesradar,0
19,walmart,walmart makes wellness more accessible with new services launching through wellness hub on walmartcom  walmart corporate,1
20,walmart,police seek suspects who used counterfeit cash at walmart in lebanon county  wgal susquehanna valley pa,-1
21,walmart,walmart direct deposit late 2022 what happened with chime down  marca english,0
0,ford,ford is now using robots to operate 3d printers without human help  techcrunch,0
1,ford,wipe me down ford recalls 2021 f150 for defective windshield wipers  carscom,-1
2,ford,2022 ford mustang mache gt review bluecruise meet electrified brawn  cnet,0
3,ford,ford doubles down on electric vehicle push in europe  reuters,1
4,ford,ford will start shipping explorers without all the parts  and add them later  kcci des moines,0
5,ford,the zacks analyst blog highlights ford motor harleydavidson lci industries and tesla  yahoo finance,0
6,ford,ford to address dealer concerns about separating its ev and legacy businesses  cnbc,0
7,ford,ford stock is down for a very odd reason no production guidance wasnt cut  barrons,0
8,ford,forgotten cars ford svt contour  jalopnik,0
9,ford,ford patent filed for heated steering wheel with multiple heaters  ford authority,0
10,ford,turkeys ford otosan acquires craiova plant in romania  steelorbis,0
11,ford,county adding five ford trucks to sheriffs fleet  palestine herald press,0
12,ford,hgtv star steve ford and wife andrea cargill are expecting their 1st child  today,1
13,ford,the phoenix mill in plymouth once manufactured henry fords auto parts now its a banquet center  hometown life,0
14,ford,mariners mike ford agree to minor league contract  mlb trade rumors,1
15,ford,2022 ford f150 platinum can do it all  cnet,1
16,ford,the evolution of the ford super duty  hotcars,0
17,ford,10 biggest news stories of the week jeep grand cherokee foils ford escape follows fuel sippers  carscom,0
18,ford,ford patented a hydrogen combustion enginefor the mustang  gear patrol,0
19,ford,ford among automakers subjected to raid over possible eu violations  ford authority,-1
0,volkswagen,volkswagen considers making electric truck in us  the wall street journal,0
1,volkswagen,volkswagen keeps changchun factory shut on thursday shanghai to reopen  reuters,0
2,volkswagen,ukraine war drives volkswagens recovery off course  the wall street journal,-1
3,volkswagen,volkswagen says high demand is helping its evs turn a profit sooner than expected  cnbc,1
4,volkswagen,volkswagen and china the risks of relying on authoritarian states  financial times,-1
5,volkswagen,2023 volkswagen aero b electric sedan teased  insideevs,0
6,volkswagen,ford and volkswagen expand ev partnership to a second electric model for the european market  cnbc,1
7,volkswagen,chinas covid curbs hit toyota volkswagen and apple supplier foxconn  reuters,-1
8,volkswagen,return of the microbus volkswagen unveils electric hippie bus  abc news,0
9,volkswagen,specs comparison 2023 acura integra vs volkswagen jetta gli  hotcars,0
10,volkswagen,volkswagen to build 2 billion factory for its trinity connected ev  iot world today,1
11,volkswagen,this classic volkswagen beetle transformed into teardrop camper is a headturner  ht auto,1
12,volkswagen,2022 volkswagen golf gti ranks bestinclass again  kslcom,1
13,volkswagen,volkswagen ceo herbert diess visits tesla giga texas leaves utterly impressed  autoevolution,-1
14,volkswagen,european shares gain on ukraine hopes volkswagen surges on strong results  reuters,1
15,volkswagen,volkswagen stops orders for some plugin hybrids amid supply crunch  reuters,-1
16,volkswagen,volkswagen reaches 4g patent deal that could resolve acer dispute sources say  reuters,1
17,volkswagen,tested 1992 volkswagen eurovan gl  car and driver,0
18,volkswagen,volkswagen stock is surging on porsche ipo plan  barrons,1
19,volkswagen,volkswagen selects upstart auto retail as a preferred digital retail provider  business wire,0
20,volkswagen,volkswagen id life design falls out of favor in wolfsburg  insideevs,-1
21,volkswagen,volkswagen stops production of vehicles in russia and suspends export  volkswagen ag,-1
22,volkswagen,ukraine war news from march 15 nato calls brussels summit refugees fleeing ukraine hit 3mn mark  financial times,-1
23,volkswagen,volkswagen taigo faux suv squeezed into vws range proves unmemorable  the irish times,-1
0,twitter,twitter rolls back its decision to force you into the outoforder timeline  the verge,0
1,twitter,twitter made a change that everybody hated  thestreet,-1
2,twitter,nba twitter goes crazy over kyrie irvings 60point night vs magic  nets wire,0
3,twitter,duke johnson appears to shade baker mayfield on twitter  new york post,-1
4,twitter,truth social the failing antitwitter platform even trump barely uses  the guardian,-1
5,twitter,twitter wants to reinvent itself by merging the old with the new  the new york times,0
6,twitter,elon musk changes twitter name to elona in spat with putin crony kadyrov  new york post,0
7,twitter,what does rate limited mean on twitter error message explained  hitc  football gaming movies tv music,0
8,twitter,why is elon musk in this 23yearold indians twitter dms a breakdown of their unique friendship  economic times,0
9,twitter,chirp twitter app for apple watch adds keyboard support for series 7  9to5mac,0
10,twitter,android users should now be able to upload videos faster on twitter  phonearena,1
11,twitter,stamford mayor simmons twitter account back under control after being hacked  the advocate,-1
12,twitter,former astronaut to back off twitter war with head of russian space agency  cnn,-1
13,twitter,nba twitter reacts to lakers getting destroyed by toronto raptors  lebron wire,0
14,twitter,russian government accounts are using a twitter loophole to spread disinformation  the conversation,-1
15,twitter,reacts to deshaun watson rumors  falcons wire,0
16,twitter,twitter reacts to bears signing ol lucas patrick  chicago bears wire,0
17,twitter,broncos troll cowboys on twitter after conscripting freeagent edge randy gregory  sports illustrated,0
18,twitter,biden cancels 62 billion of student loans but twitter erupts with these objections  forbes,0
19,twitter,twitter concerned australias antitrolling bill leaves minority communities vulnerable  zdnet,-1
20,twitter,nba twitter reacts to wild night in the association  hoops hype,0
21,twitter,nfl twitter reacts to tom bradys announcement that hes unretiring  sports illustrated,0
22,twitter,twitter reacts to manchester united crashing out of champions league vs atletico madrid  clutchpoints,0
23,twitter,its equal pay day and this twitter bot is calling out companies that pay men more than women  entrepreneur,0
24,twitter,are twitter downvotes the most exciting thing since the original iphone elon musk agrees  benzinga  benzinga,0
25,twitter,twitter unveils version of site that can bypass russia block  the associated press  en español,0
26,twitter,ravens players welcome s marcus williams to baltimore on twitter  ravens wire,0
27,twitter,twitter open doors for workers san francisco seeks tourists  ktvu fox 2 san francisco,0
28,twitter,russia still using twitter facebook to push conspiracy about ukraine hospital bombing  forbes,0
29,twitter,twitter reacts to the bears signing lb nicholas morrow  chicago bears wire,0
30,twitter,war in ukraine jokes on twitter but beyond a few seconds of mirth do memes have a wider role  economic times,0
31,twitter,falcons twitter reacts to jaguars signing lb foye oluokun  falcons wire,0
32,twitter,twitter launches live test of new profile shops to display products inapp  social media today,0
33,twitter,watch one perfect shot trailer for hbo max ava duvernay  vulture,0
34,twitter,is he plain dumb grade a stupid opinion twitter trolls kaif for suddenly all looks fine comment on team india  hindustan times,0
35,twitter,moscows twitter information war goes on despite ban in russia  the national,-1
36,twitter,twitter is testing changes to make image descriptions easier to access  the verge,0
37,twitter,twitters working on tweet awards another creator monetization option  social media today,1
